customer_id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,Repaid
28949,32,115000,RENT,2.0,PERSONAL,B,4000,12.69,0.03,8,No
28950,34,138000,MORTGAGE,14.0,MEDICAL,B,25000,11.12,0.18,6,No
28951,29,91560,MORTGAGE,8.0,PERSONAL,A,22000,6.91,0.24,5,No
28952,29,30000,RENT,,VENTURE,C,7200,15.27,0.24,8,No
28953,30,120000,RENT,3.0,PERSONAL,E,10000,17.04,0.08,10,No
28954,31,78000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,20000,14.26,0.26,9,Yes
28955,27,44640,RENT,0.0,PERSONAL,B,12800,11.83,0.29,8,No
28956,28,55640,MORTGAGE,9.0,PERSONAL,C,5000,,0.09,6,No
28957,30,32040,RENT,,PERSONAL,C,13275,,0.41,6,Yes
28958,29,158000,OWN,13.0,VENTURE,A,11000,8.49,0.07,7,No
28959,29,45000,OWN,8.0,PERSONAL,B,8000,12.21,0.18,5,No
28960,34,113000,RENT,6.0,DEBTCONSOLIDATION,C,9600,,0.08,5,No
28961,34,27000,RENT,3.0,MEDICAL,B,2525,12.21,0.09,10,No
28962,27,48000,RENT,2.0,EDUCATION,C,25000,10.59,0.52,5,Yes
28963,27,58000,RENT,5.0,HOMEIMPROVEMENT,A,5900,9.32,0.1,6,No
28964,29,18000,RENT,3.0,VENTURE,B,1700,11.12,0.09,8,No
28965,28,55704,MORTGAGE,12.0,EDUCATION,A,8400,7.51,0.15,6,No
28966,32,66300,MORTGAGE,5.0,MEDICAL,A,6075,6.03,0.09,6,No
28967,32,64000,RENT,1.0,HOMEIMPROVEMENT,B,10000,12.69,0.16,8,No
28968,33,45000,RENT,4.0,EDUCATION,A,12000,7.88,0.27,5,No
28969,27,113000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,20000,,0.18,8,Yes
28970,27,32220,RENT,11.0,MEDICAL,B,17725,11.49,0.55,7,Yes
28971,29,74100,RENT,3.0,VENTURE,C,4500,13.61,0.06,8,No
28972,29,35000,RENT,1.0,PERSONAL,A,10625,7.9,0.3,6,No
28973,32,45000,RENT,3.0,EDUCATION,C,3000,12.61,0.07,8,No
28974,27,62000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,3275,9.33,0.05,8,No
28975,31,200000,MORTGAGE,1.0,MEDICAL,B,7800,9.63,0.04,5,No
28976,29,47000,RENT,2.0,MEDICAL,B,5000,10.62,0.11,9,No
28977,29,37920,RENT,2.0,MEDICAL,C,12000,13.48,0.32,8,Yes
28978,28,48000,OWN,1.0,EDUCATION,D,12000,14.54,0.25,7,No
28979,28,34000,RENT,7.0,MEDICAL,B,9600,10.99,0.28,7,No
28980,35,38000,RENT,3.0,VENTURE,B,8000,,0.21,9,No
28981,29,69996,RENT,0.0,VENTURE,B,2400,11.11,0.03,6,No
28982,33,75000,MORTGAGE,6.0,VENTURE,A,6000,7.51,0.08,5,No
28983,28,99996,MORTGAGE,6.0,VENTURE,A,10000,5.42,0.1,9,No
28984,28,86400,MORTGAGE,,MEDICAL,A,5000,7.9,0.06,5,No
28985,32,65000,RENT,3.0,HOMEIMPROVEMENT,A,3625,6.03,0.06,8,No
28986,33,24000,RENT,,DEBTCONSOLIDATION,D,1000,14.91,0.04,10,Yes
28987,33,66000,RENT,2.0,VENTURE,D,6400,14.96,0.1,6,Yes
28988,28,73000,MORTGAGE,6.0,PERSONAL,B,15000,11.83,0.21,7,No
28989,30,66000,MORTGAGE,,VENTURE,A,12000,7.51,0.18,9,No
28990,34,135000,MORTGAGE,2.0,MEDICAL,A,15000,5.42,0.11,6,No
28991,31,160000,RENT,8.0,VENTURE,C,3600,15.23,0.02,9,No
28992,27,50000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,4000,,0.08,6,No
28993,29,62000,RENT,13.0,DEBTCONSOLIDATION,C,9000,,0.15,7,No
28994,33,21000,OWN,1.0,HOMEIMPROVEMENT,B,7750,11.83,0.37,7,No
28995,32,40000,MORTGAGE,4.0,VENTURE,A,7500,5.99,0.19,8,No
28996,29,40000,RENT,2.0,VENTURE,D,7000,14.91,0.17,8,Yes
28997,30,140000,MORTGAGE,2.0,HOMEIMPROVEMENT,E,15000,16.35,0.11,5,No
28998,32,60000,MORTGAGE,16.0,MEDICAL,A,6000,6.62,0.1,5,No
28999,33,68508,RENT,17.0,VENTURE,A,7000,8.0,0.1,10,No
29000,35,78000,MORTGAGE,9.0,PERSONAL,A,10000,6.54,0.13,5,No
29001,31,33600,MORTGAGE,1.0,MEDICAL,B,15250,12.53,0.45,8,No
29002,34,32000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,2275,6.17,0.07,10,No
29003,30,28000,RENT,5.0,DEBTCONSOLIDATION,C,12000,14.22,0.43,8,Yes
29004,28,48000,MORTGAGE,4.0,VENTURE,B,3000,11.99,0.06,6,No
29005,28,78200,MORTGAGE,12.0,MEDICAL,D,20000,,0.22,5,Yes
29006,29,79200,MORTGAGE,,DEBTCONSOLIDATION,A,8000,5.42,0.1,5,No
29007,27,48996,RENT,3.0,EDUCATION,B,12000,12.53,0.24,8,No
29008,33,102996,MORTGAGE,4.0,DEBTCONSOLIDATION,A,6000,,0.06,8,No
29009,29,90000,MORTGAGE,13.0,DEBTCONSOLIDATION,B,10000,12.21,0.11,7,No
29010,34,18000,RENT,0.0,DEBTCONSOLIDATION,B,1500,11.48,0.08,8,Yes
29011,29,28550,RENT,6.0,EDUCATION,B,4000,10.59,0.14,8,No
29012,28,42000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,10000,10.75,0.24,6,No
29013,30,94000,MORTGAGE,13.0,DEBTCONSOLIDATION,C,10000,14.27,0.11,10,No
29014,27,180000,MORTGAGE,2.0,PERSONAL,C,8000,13.23,0.04,9,No
29015,33,72000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,6600,,0.09,9,No
29016,27,45000,RENT,10.0,MEDICAL,D,7600,14.59,0.17,7,Yes
29017,33,58800,RENT,10.0,VENTURE,B,3000,11.49,0.05,5,No
29018,35,50000,RENT,4.0,PERSONAL,B,7000,11.49,0.14,9,No
29019,31,60000,MORTGAGE,5.0,VENTURE,F,19400,18.53,0.32,10,No
29020,28,40000,RENT,2.0,MEDICAL,B,9000,12.53,0.23,8,No
29021,29,16800,RENT,9.0,HOMEIMPROVEMENT,D,2750,14.84,0.16,6,Yes
29022,27,56253,RENT,11.0,HOMEIMPROVEMENT,B,10000,11.36,0.18,10,No
29023,34,38000,OWN,1.0,HOMEIMPROVEMENT,A,10000,8.94,0.26,9,No
29024,30,53004,RENT,3.0,DEBTCONSOLIDATION,D,14000,15.28,0.26,10,Yes
29025,32,40100,RENT,3.0,MEDICAL,C,7175,12.99,0.18,6,No
29026,29,480000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6500,5.42,0.01,9,No
29027,30,70000,MORTGAGE,,VENTURE,B,10000,10.25,0.14,8,No
29028,30,80000,MORTGAGE,2.0,EDUCATION,C,6000,14.17,0.07,9,No
29029,29,27840,RENT,0.0,EDUCATION,E,8575,19.42,0.31,10,Yes
29030,32,91800,MORTGAGE,13.0,MEDICAL,D,8400,15.99,0.08,9,Yes
29031,35,86000,OWN,5.0,PERSONAL,B,18000,,0.21,9,No
29032,30,96000,MORTGAGE,7.0,MEDICAL,A,8000,6.99,0.08,8,No
29033,28,54000,RENT,2.0,HOMEIMPROVEMENT,D,12000,15.31,0.22,6,Yes
29034,29,25000,OWN,5.0,VENTURE,C,10000,13.49,0.4,6,No
29035,27,45600,MORTGAGE,6.0,DEBTCONSOLIDATION,A,3000,6.99,0.07,5,No
29036,27,40000,RENT,4.0,VENTURE,D,10000,,0.25,10,No
29037,33,75653,RENT,2.0,MEDICAL,F,20000,17.58,0.22,8,Yes
29038,27,63844,MORTGAGE,11.0,DEBTCONSOLIDATION,A,20000,6.54,0.31,5,No
29039,28,50000,MORTGAGE,0.0,MEDICAL,A,9000,,0.18,10,No
29040,33,14076,RENT,,MEDICAL,A,4800,6.76,0.34,7,Yes
29041,35,120000,RENT,4.0,VENTURE,B,12000,10.99,0.1,5,No
29042,33,30000,RENT,0.0,DEBTCONSOLIDATION,A,6500,8.49,0.22,10,No
29043,28,50000,RENT,1.0,HOMEIMPROVEMENT,C,16200,13.99,0.32,6,Yes
29044,27,84000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,7000,7.29,0.08,10,No
29045,28,50000,RENT,2.0,EDUCATION,B,3000,10.37,0.06,9,No
29046,28,78000,RENT,5.0,PERSONAL,B,12000,10.62,0.15,6,No
29047,27,60132,RENT,11.0,VENTURE,B,10000,10.62,0.17,10,No
29048,28,34000,RENT,,PERSONAL,A,5000,7.9,0.15,5,Yes
29049,35,80000,OWN,5.0,VENTURE,D,15000,15.99,0.19,5,No
29050,28,215662,MORTGAGE,12.0,HOMEIMPROVEMENT,B,21000,11.99,0.1,6,No
29051,27,120000,MORTGAGE,2.0,VENTURE,B,16000,12.21,0.13,5,No
29052,34,135000,MORTGAGE,18.0,VENTURE,A,8000,9.32,0.06,5,No
29053,28,120000,MORTGAGE,11.0,MEDICAL,B,14400,10.74,0.12,7,No
29054,27,127000,MORTGAGE,6.0,VENTURE,B,21000,10.99,0.17,5,No
29055,27,92000,MORTGAGE,11.0,EDUCATION,B,18000,11.48,0.2,8,No
29056,31,56839,RENT,15.0,MEDICAL,D,9000,15.33,0.16,6,Yes
29057,28,124886,MORTGAGE,12.0,PERSONAL,B,5000,11.99,0.04,5,Yes
29058,29,36100,MORTGAGE,2.0,PERSONAL,C,14000,14.27,0.39,10,No
29059,30,90000,MORTGAGE,14.0,PERSONAL,A,18000,8.49,0.2,7,No
29060,29,40000,OWN,0.0,MEDICAL,A,5000,5.42,0.13,5,No
29061,29,50000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,3575,11.49,0.07,6,No
29062,27,104371,RENT,4.0,EDUCATION,D,15000,16.77,0.14,6,No
29063,33,98000,RENT,2.0,HOMEIMPROVEMENT,A,20000,6.91,0.2,7,No
29064,29,37100,MORTGAGE,9.0,PERSONAL,E,3000,16.82,0.08,7,No
29065,28,125000,MORTGAGE,8.0,MEDICAL,B,8000,11.14,0.06,6,No
29066,29,142000,OWN,14.0,PERSONAL,B,24250,11.48,0.17,8,No
29067,27,125000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,8000,6.76,0.06,6,No
29068,34,38769,MORTGAGE,3.0,DEBTCONSOLIDATION,A,2400,8.9,0.06,6,No
29069,28,65000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,7.49,0.15,7,No
29070,34,55000,MORTGAGE,4.0,EDUCATION,C,7000,13.49,0.13,7,No
29071,34,70000,RENT,1.0,DEBTCONSOLIDATION,B,6000,11.89,0.09,7,No
29072,27,72000,MORTGAGE,6.0,EDUCATION,A,6000,5.42,0.08,6,No
29073,27,140987,MORTGAGE,5.0,VENTURE,A,6450,5.99,0.05,6,No
29074,28,56864,MORTGAGE,5.0,MEDICAL,A,12300,7.88,0.22,8,No
29075,34,42000,RENT,5.0,MEDICAL,A,18825,7.9,0.45,9,Yes
29076,31,75000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,13800,,0.18,9,No
29077,30,100000,RENT,1.0,PERSONAL,B,1000,11.71,0.01,6,No
29078,29,57600,RENT,1.0,EDUCATION,B,6000,9.91,0.1,5,No
29079,28,72000,MORTGAGE,12.0,VENTURE,E,16000,15.95,0.22,5,No
29080,31,39996,RENT,4.0,EDUCATION,B,2400,,0.06,10,No
29081,33,24000,RENT,0.0,DEBTCONSOLIDATION,C,2000,14.35,0.08,8,No
29082,32,21120,RENT,0.0,VENTURE,A,10000,,0.47,10,Yes
29083,27,110000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,3600,6.03,0.03,5,No
29084,30,24414,RENT,0.0,MEDICAL,A,5000,6.91,0.2,7,No
29085,28,30000,MORTGAGE,2.0,VENTURE,A,10500,8.94,0.35,8,No
29086,30,51996,MORTGAGE,5.0,PERSONAL,A,3200,6.99,0.06,5,No
29087,29,120000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,6250,12.53,0.05,9,No
29088,32,110888,MORTGAGE,0.0,HOMEIMPROVEMENT,B,10400,9.91,0.09,7,No
29089,27,47900,OWN,1.0,VENTURE,C,7500,13.47,0.16,6,No
29090,30,90000,RENT,14.0,DEBTCONSOLIDATION,A,18000,8.94,0.2,7,No
29091,31,83300,MORTGAGE,9.0,MEDICAL,D,10000,,0.1,5,Yes
29092,31,77500,RENT,4.0,EDUCATION,D,10000,16.49,0.13,7,No
29093,33,97000,RENT,4.0,EDUCATION,C,7000,12.98,0.07,8,No
29094,27,56888,RENT,8.0,EDUCATION,D,8000,16.29,0.14,5,No
29095,30,40000,RENT,8.0,VENTURE,A,2500,5.79,0.06,8,No
29096,31,29000,RENT,14.0,HOMEIMPROVEMENT,C,15075,,0.52,7,Yes
29097,35,106369,MORTGAGE,2.0,VENTURE,A,8325,6.99,0.08,10,No
29098,27,67000,RENT,1.0,PERSONAL,C,2800,13.04,0.04,7,No
29099,31,101000,RENT,2.0,VENTURE,C,7500,13.22,0.07,9,No
29100,34,220000,MORTGAGE,13.0,DEBTCONSOLIDATION,C,11275,12.99,0.05,8,No
29101,30,25000,MORTGAGE,,DEBTCONSOLIDATION,B,7000,10.99,0.28,10,No
29102,30,95000,MORTGAGE,6.0,PERSONAL,A,4000,5.99,0.04,7,No
29103,34,80000,RENT,4.0,EDUCATION,A,5000,6.17,0.06,8,No
29104,27,36400,RENT,5.0,EDUCATION,A,9000,7.49,0.25,6,No
29105,33,36000,MORTGAGE,10.0,VENTURE,A,5000,8.49,0.14,9,No
29106,30,65000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,20000,16.77,0.31,5,No
29107,33,45000,MORTGAGE,3.0,EDUCATION,D,8000,16.49,0.18,7,Yes
29108,27,129700,MORTGAGE,1.0,PERSONAL,A,10000,6.54,0.08,7,No
29109,34,53500,RENT,0.0,MEDICAL,A,3200,6.76,0.06,10,No
29110,27,78000,MORTGAGE,1.0,VENTURE,A,5125,8.59,0.07,8,No
29111,33,82000,MORTGAGE,2.0,VENTURE,A,6000,7.51,0.07,6,No
29112,28,43200,RENT,1.0,EDUCATION,A,3000,7.49,0.07,7,No
29113,28,31000,RENT,7.0,MEDICAL,D,3600,14.11,0.12,8,Yes
29114,32,89000,RENT,0.0,MEDICAL,A,12000,8.94,0.13,6,No
29115,31,83000,MORTGAGE,9.0,VENTURE,F,18000,19.74,0.22,8,Yes
29116,29,61656,RENT,4.0,PERSONAL,A,15000,6.91,0.24,9,No
29117,32,30000,RENT,1.0,EDUCATION,B,11450,9.99,0.38,6,Yes
29118,31,26010,MORTGAGE,2.0,PERSONAL,B,6500,9.99,0.25,9,No
29119,30,52000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,14675,9.63,0.28,7,No
29120,36,1200000,OWN,16.0,MEDICAL,A,10000,6.54,0.01,11,No
29121,40,1200000,MORTGAGE,1.0,MEDICAL,A,10000,,0.01,16,No
29122,50,900000,MORTGAGE,11.0,DEBTCONSOLIDATION,B,30000,12.69,0.03,15,No
29123,36,900000,MORTGAGE,8.0,PERSONAL,B,6000,,0.01,12,No
29124,36,69000,RENT,20.0,VENTURE,C,35000,,0.51,15,Yes
29125,45,80000,RENT,10.0,MEDICAL,A,35000,,0.44,13,Yes
29126,37,80000,RENT,0.0,HOMEIMPROVEMENT,B,35000,11.99,0.44,17,Yes
29127,39,708000,MORTGAGE,14.0,DEBTCONSOLIDATION,B,25000,12.18,0.04,12,No
29128,44,584800,MORTGAGE,4.0,MEDICAL,C,20000,,0.03,16,Yes
29129,36,700000,MORTGAGE,16.0,MEDICAL,C,25000,12.53,0.04,13,No
29130,40,540600,MORTGAGE,8.0,MEDICAL,D,35000,15.99,0.06,11,Yes
29131,37,85000,RENT,5.0,HOMEIMPROVEMENT,A,35000,8.9,0.41,17,Yes
29132,43,500000,MORTGAGE,5.0,VENTURE,C,25000,12.61,0.05,14,No
29133,39,403750,MORTGAGE,10.0,MEDICAL,B,35000,,0.07,11,Yes
29134,41,480000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,16000,7.9,0.03,17,No
29135,40,133000,RENT,2.0,EDUCATION,D,35000,14.54,0.26,17,Yes
29136,36,408000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,35000,7.9,0.09,13,No
29137,37,408000,RENT,14.0,EDUCATION,C,6000,12.61,0.01,13,No
29138,43,400000,MORTGAGE,5.0,VENTURE,B,28000,9.91,0.07,11,No
29139,43,350000,MORTGAGE,3.0,MEDICAL,B,18000,11.49,0.05,16,No
29140,46,336000,OWN,11.0,VENTURE,B,9000,11.49,0.03,13,No
29141,44,67920,RENT,13.0,HOMEIMPROVEMENT,A,32400,,0.48,13,Yes
29142,43,74000,RENT,2.0,DEBTCONSOLIDATION,E,30600,18.79,0.41,17,Yes
29143,38,306000,MORTGAGE,9.0,VENTURE,B,15000,10.62,0.05,17,No
29144,47,305000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,10000,13.43,0.03,12,No
29145,46,305000,MORTGAGE,22.0,VENTURE,E,20000,17.93,0.07,13,No
29146,42,300000,MORTGAGE,0.0,PERSONAL,D,10000,17.27,0.03,14,No
29147,37,55000,RENT,19.0,DEBTCONSOLIDATION,B,30000,9.91,0.55,15,Yes
29148,47,12000,OWN,,MEDICAL,B,1950,12.69,0.16,12,Yes
29149,37,300000,MORTGAGE,7.0,EDUCATION,B,25000,11.49,0.08,14,No
29150,36,90000,RENT,7.0,PERSONAL,D,30000,15.99,0.33,11,Yes
29151,38,12000,OWN,,DEBTCONSOLIDATION,A,4800,7.29,0.4,12,Yes
29152,36,280000,RENT,3.0,DEBTCONSOLIDATION,C,5000,14.26,0.02,16,No
29153,37,220000,RENT,0.0,EDUCATION,B,30000,9.91,0.14,17,No
29154,41,268000,MORTGAGE,0.0,PERSONAL,B,24000,10.37,0.09,11,No
29155,43,267000,MORTGAGE,14.0,DEBTCONSOLIDATION,B,21000,12.69,0.08,13,No
29156,37,260000,MORTGAGE,12.0,VENTURE,D,20000,14.96,0.08,12,No
29157,36,250000,MORTGAGE,14.0,PERSONAL,C,31400,14.27,0.13,16,No
29158,40,56448,RENT,,HOMEIMPROVEMENT,F,28000,18.62,0.5,14,Yes
29159,44,12000,OWN,5.0,HOMEIMPROVEMENT,B,2000,9.88,0.17,11,Yes
29160,41,250000,MORTGAGE,18.0,EDUCATION,B,5000,9.99,0.02,12,No
29161,36,250000,RENT,2.0,DEBTCONSOLIDATION,A,20000,7.88,0.08,17,No
29162,41,250000,MORTGAGE,14.0,DEBTCONSOLIDATION,C,4200,13.11,0.02,14,No
29163,36,250000,MORTGAGE,2.0,VENTURE,A,4000,7.14,0.02,12,No
29164,48,228000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,25000,15.31,0.11,13,Yes
29165,45,85000,RENT,0.0,PERSONAL,C,26000,14.27,0.31,15,Yes
29166,40,233000,MORTGAGE,6.0,MEDICAL,B,15000,11.83,0.06,15,No
29167,43,230004,MORTGAGE,19.0,HOMEIMPROVEMENT,D,25000,15.58,0.11,15,No
29168,42,47000,RENT,2.0,MEDICAL,B,25000,12.18,0.53,15,Yes
29169,45,225000,RENT,14.0,PERSONAL,B,22200,12.69,0.1,12,No
29170,41,225000,MORTGAGE,13.0,HOMEIMPROVEMENT,D,35000,15.62,0.16,14,No
29171,45,225000,MORTGAGE,9.0,PERSONAL,C,10000,,0.04,11,No
29172,40,176800,RENT,8.0,MEDICAL,B,25000,10.99,0.12,17,Yes
29173,44,210000,MORTGAGE,,VENTURE,B,25000,10.37,0.12,14,No
29174,40,210000,MORTGAGE,11.0,EDUCATION,A,20000,6.17,0.1,17,No
29175,42,210000,MORTGAGE,3.0,VENTURE,C,16000,13.47,0.08,11,No
29176,45,210000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,12000,9.63,0.06,12,No
29177,41,49000,RENT,4.0,HOMEIMPROVEMENT,E,25000,17.04,0.51,13,Yes
29178,38,202000,MORTGAGE,2.0,VENTURE,C,15000,12.04,0.07,13,No
29179,40,201400,RENT,2.0,EDUCATION,C,12450,12.23,0.06,15,No
29180,45,60000,RENT,4.0,DEBTCONSOLIDATION,B,25000,9.99,0.42,16,Yes
29181,37,200004,MORTGAGE,0.0,PERSONAL,C,5000,,0.02,12,No
29182,38,200000,MORTGAGE,2.0,PERSONAL,A,25000,7.9,0.13,13,No
29183,50,200000,RENT,1.0,PERSONAL,B,7000,10.99,0.04,15,No
29184,37,200000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,6000,5.42,0.03,14,No
29185,39,200000,MORTGAGE,3.0,PERSONAL,A,4800,7.49,0.02,13,No
29186,36,200000,MORTGAGE,8.0,MEDICAL,A,14000,7.49,0.07,15,No
29187,37,200000,MORTGAGE,7.0,EDUCATION,D,25000,15.57,0.13,14,No
29188,36,200000,OWN,12.0,HOMEIMPROVEMENT,D,25000,15.2,0.13,13,No
29189,41,200000,MORTGAGE,2.0,VENTURE,B,1000,10.38,0.01,13,No
29190,37,200000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,25000,10.75,0.13,11,No
29191,39,200000,MORTGAGE,19.0,EDUCATION,B,18000,10.99,0.09,13,No
29192,41,66504,RENT,5.0,EDUCATION,E,25000,17.56,0.38,15,Yes
29193,38,200000,MORTGAGE,0.0,PERSONAL,B,20000,11.48,0.1,15,No
29194,47,55250,RENT,9.0,MEDICAL,D,25000,,0.38,13,Yes
29195,44,72136,RENT,7.0,HOMEIMPROVEMENT,F,25000,19.41,0.35,17,Yes
29196,38,192000,MORTGAGE,22.0,HOMEIMPROVEMENT,A,5600,7.9,0.03,14,No
29197,37,192000,MORTGAGE,14.0,DEBTCONSOLIDATION,A,25600,5.99,0.13,17,No
29198,46,192000,MORTGAGE,1.0,VENTURE,C,25000,14.79,0.13,14,No
29199,36,192000,OTHER,11.0,VENTURE,B,20000,11.48,0.1,17,No
29200,36,69000,RENT,0.0,HOMEIMPROVEMENT,D,25000,14.59,0.36,12,Yes
29201,44,189996,MORTGAGE,12.0,PERSONAL,C,8000,13.16,0.04,15,No
29202,36,14400,OWN,7.0,DEBTCONSOLIDATION,A,7000,5.42,0.49,16,Yes
29203,36,174462,RENT,9.0,VENTURE,E,20000,17.04,0.11,16,Yes
29204,37,186000,OWN,7.0,VENTURE,A,3000,6.39,0.02,17,No
29205,46,185000,MORTGAGE,22.0,VENTURE,B,20000,11.36,0.11,15,No
29206,43,180000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,6000,14.27,0.03,17,No
29207,42,14400,OWN,3.0,MEDICAL,A,3500,,0.24,11,Yes
29208,36,84000,RENT,6.0,EDUCATION,C,25000,12.87,0.3,11,No
29209,36,84996,RENT,2.0,EDUCATION,B,25000,11.86,0.29,11,No
29210,36,180000,RENT,5.0,EDUCATION,B,24000,9.99,0.13,15,No
29211,45,180000,MORTGAGE,8.0,MEDICAL,A,10000,5.99,0.06,11,No
29212,49,142800,MORTGAGE,3.0,MEDICAL,B,24000,,0.14,14,Yes
29213,39,78000,RENT,3.0,HOMEIMPROVEMENT,D,25000,16.02,0.32,17,Yes
29214,45,82800,RENT,4.0,EDUCATION,C,25000,12.87,0.3,14,Yes
29215,36,175000,MORTGAGE,2.0,MEDICAL,A,11800,7.51,0.07,11,No
29216,38,175000,MORTGAGE,10.0,EDUCATION,B,21000,9.99,0.12,14,No
29217,37,97000,RENT,8.0,HOMEIMPROVEMENT,F,25000,19.41,0.26,11,No
29218,37,88000,RENT,4.0,PERSONAL,G,25000,19.66,0.28,12,Yes
29219,36,15000,OWN,2.0,PERSONAL,C,5000,13.92,0.33,15,Yes
29220,37,15000,OWN,0.0,VENTURE,A,5000,7.74,0.33,13,Yes
29221,47,90000,RENT,1.0,VENTURE,D,25000,15.65,0.28,17,Yes
29222,37,175000,RENT,2.0,HOMEIMPROVEMENT,B,15000,9.76,0.09,17,No
29223,37,174996,MORTGAGE,11.0,MEDICAL,C,6500,13.35,0.04,17,No
29224,37,94000,RENT,0.0,HOMEIMPROVEMENT,C,25000,13.11,0.27,16,Yes
29225,44,171996,MORTGAGE,19.0,VENTURE,B,25000,9.62,0.15,11,No
29226,41,171194,MORTGAGE,9.0,HOMEIMPROVEMENT,B,25000,11.12,0.15,14,No
29227,37,170004,MORTGAGE,1.0,HOMEIMPROVEMENT,E,25000,16.45,0.15,13,No
29228,37,110000,RENT,12.0,EDUCATION,B,25000,10.99,0.23,12,No
29229,40,98004,RENT,4.0,DEBTCONSOLIDATION,F,25000,19.04,0.26,16,Yes
29230,46,170000,MORTGAGE,13.0,HOMEIMPROVEMENT,B,7200,9.91,0.04,12,No
29231,39,170000,MORTGAGE,16.0,MEDICAL,A,32000,7.49,0.19,13,No
29232,39,170000,RENT,9.0,DEBTCONSOLIDATION,C,17000,12.99,0.1,14,No
29233,37,114000,RENT,10.0,VENTURE,F,25000,,0.22,13,No
29234,36,103000,RENT,6.0,VENTURE,C,25000,12.53,0.24,15,Yes
29235,38,124499,RENT,3.0,EDUCATION,C,25000,13.06,0.2,13,No
29236,39,100300,RENT,2.0,MEDICAL,D,25000,15.7,0.21,16,Yes
29237,40,15600,OWN,2.0,EDUCATION,D,4000,15.7,0.26,13,Yes
29238,36,127000,RENT,20.0,DEBTCONSOLIDATION,D,25000,14.59,0.2,11,Yes
29239,36,145000,RENT,0.0,MEDICAL,B,25000,,0.17,15,No
29240,47,165000,MORTGAGE,2.0,HOMEIMPROVEMENT,D,19800,15.65,0.12,16,No
29241,40,158000,RENT,2.0,HOMEIMPROVEMENT,E,25000,16.82,0.16,16,Yes
29242,38,16500,OWN,1.0,VENTURE,C,2000,13.23,0.12,11,No
29243,36,430000,RENT,2.0,VENTURE,C,25000,13.8,0.06,16,No
29244,48,16800,OWN,0.0,HOMEIMPROVEMENT,B,3300,10.99,0.2,14,Yes
29245,37,160000,MORTGAGE,3.0,PERSONAL,A,24000,6.54,0.15,15,No
29246,38,87000,RENT,3.0,HOMEIMPROVEMENT,B,24250,,0.28,12,No
29247,37,76066,RENT,10.0,DEBTCONSOLIDATION,D,24250,15.65,0.32,13,Yes
29248,42,68850,RENT,8.0,MEDICAL,D,24250,15.58,0.3,14,Yes
29249,36,148000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,10000,14.11,0.07,13,Yes
29250,39,78200,RENT,18.0,MEDICAL,D,24250,16.0,0.26,13,Yes
29251,36,16908,MORTGAGE,,MEDICAL,A,3000,5.42,0.18,11,Yes
29252,40,125000,RENT,1.0,DEBTCONSOLIDATION,B,24250,,0.19,17,No
29253,50,118000,RENT,16.0,EDUCATION,C,24250,13.92,0.21,12,Yes
29254,36,135000,RENT,0.0,DEBTCONSOLIDATION,C,24250,12.87,0.18,15,No
29255,40,45000,RENT,15.0,EDUCATION,B,24000,10.65,0.53,11,Yes
29256,38,17108,MORTGAGE,7.0,EDUCATION,A,4375,7.51,0.26,17,Yes
29257,38,17280,OWN,0.0,HOMEIMPROVEMENT,D,1000,16.29,0.06,11,No
29258,39,55059,RENT,16.0,DEBTCONSOLIDATION,B,24000,12.53,0.44,15,Yes
29259,38,60000,RENT,2.0,PERSONAL,C,24000,13.85,0.4,16,Yes
29260,36,17640,OWN,4.0,HOMEIMPROVEMENT,A,5875,7.9,0.33,12,Yes
29261,39,17721,OWN,0.0,DEBTCONSOLIDATION,C,3975,11.97,0.22,15,Yes
29262,38,17760,OWN,,MEDICAL,C,2800,,0.16,16,Yes
29263,39,17760,OWN,0.0,MEDICAL,A,4375,5.42,0.25,17,Yes
